Customer_ID,Name,City,Purchase_Amount
1078,Amit Jain,Pune,4594
1079,Sneha Patel,Pune,2595
1080,Anjali Jain,Mumbai,1728
1081,Vikas Joshi,Nagpur,586
1082,Anjali Singh,Mumbai,2036
1083,Pooja Mehta,Lucknow,4005
1084,Raj Verma,Jaipur,3210
1085,Pooja Mishra,Delhi,1361
1086,Rohit Patel,Mumbai,2635
1087,Vikas Patel,Mumbai,4992
1088,Priya Verma,Mumbai,4421
1089,Rohit Patel,Bhopal,3734
1090,Karan Joshi,Mumbai,2258
1091,Karan Yadav,Mumbai,1669
1092,Pooja Gupta,Nagpur,3197
1093,Priya Patel,Pune,2940
1094,Priya Mishra,Delhi,3600
1095,Amit Jain,Nagpur,4478
1096,Amit Yadav,Delhi,1020
1097,Rohit Jain,Mumbai,2156
1098,Vikas Mehta,Jaipur,3053
1099,Rohit Verma,Lucknow,1061
1100,Anjali Jain,Bhopal,1515
1101,Rohit Mishra,Nagpur,1125
1102,Amit Mishra,Indore,2068
1103,Rohit Verma,Jaipur,1637
1104,Amit Verma,Indore,2517
1105,Rohit Patel,Delhi,1715
1106,Sneha Sharma,Jaipur,1289
1107,Amit Mishra,Bhopal,4318
1108,Vikas Yadav,Mumbai,2363
1109,Rohit Sharma,Delhi,2788
1110,Karan Patel,Mumbai,4107
1111,Sneha Yadav,Delhi,671
1112,Anjali Gupta,Bhopal,3262
1113,Karan Mishra,Mumbai,1559
1114,Neha Mehta,Bhopal,2933
1115,Sneha Gupta,Mumbai,694
1116,Neha Verma,Mumbai,3858
1117,Priya Sharma,Jaipur,2990
1118,Karan Patel,Delhi,1335
1119,Priya Jain,Nagpur,3700
1120,Anjali Jain,Indore,1659
1121,Neha Patel,Pune,4547
1122,Karan Patel,Nagpur,1200
1123,Rohit Mehta,Nagpur,857
1124,Neha Patel,Jaipur,2312
1125,Rohit Singh,Lucknow,3536
1126,Pooja Yadav,Delhi,4533
1127,Pooja Sharma,Delhi,3961
1128,Rohit Patel,Bhopal,3435
1129,Amit Joshi,Jaipur,1984
1130,Karan Yadav,Mumbai,1178
1131,Pooja Singh,Lucknow,4619
1132,Raj Joshi,Indore,4495
1133,Karan Yadav,Mumbai,4176
1134,Priya Singh,Lucknow,3508
1135,Karan Mishra,Lucknow,3597
1136,Raj Patel,Lucknow,4215
1137,Anjali Yadav,Lucknow,2964
1138,Karan Sharma,Lucknow,2522
1139,Priya Singh,Delhi,2178
1140,Rohit Verma,Pune,4605
1141,Karan Singh,Pune,2801
1142,Rohit Gupta,Pune,4272
1143,Pooja Mehta,Lucknow,3645
1144,Neha Patel,Lucknow,762
1145,Raj Jain,Nagpur,1625
1146,Neha Yadav,Nagpur,2595
1147,Amit Mishra,Lucknow,500
1148,Vikas Gupta,Nagpur,1959
1149,Sneha Mishra,Nagpur,2225
1150,Sneha Patel,Lucknow,1080
1151,Karan Mishra,Nagpur,4565
1152,Raj Singh,Bhopal,3239
1153,Anjali Jain,Jaipur,2311
1154,Rohit Yadav,Delhi,2879
1155,Neha Verma,Bhopal,2072
1156,Vikas Verma,Jaipur,3254
1157,Neha Singh,Delhi,3743
1158,Priya Verma,Delhi,856
1159,Priya Singh,Lucknow,554
1160,Neha Yadav,Lucknow,4344
1161,Pooja Joshi,Mumbai,4825
1162,Anjali Sharma,Lucknow,4508
1163,Karan Gupta,Bhopal,4314
1164,Rohit Sharma,Bhopal,885
1165,Karan Mishra,Bhopal,2377
1166,Raj Singh,Delhi,4359
1167,Pooja Verma,Pune,4170
1168,Neha Singh,Lucknow,2611
1169,Amit Sharma,Pune,875
1170,Anjali Verma,Bhopal,1768
1171,Vikas Verma,Jaipur,2475
1172,Anjali Sharma,Nagpur,786
1173,Neha Mishra,Lucknow,2633
1174,Sneha Verma,Jaipur,1859
1175,Amit Patel,Nagpur,1443
1176,Vikas Singh,Nagpur,1024
1177,Raj Singh,Indore,1687
1178,Neha Mishra,Nagpur,1855
1179,Vikas Yadav,Pune,3400
1180,Sneha Verma,Delhi,2015
1181,Anjali Sharma,Lucknow,1555
1182,Karan Joshi,Delhi,3146
1183,Priya Joshi,Mumbai,4709
1184,Rohit Verma,Nagpur,2443
1185,Pooja Mishra,Bhopal,1577
1186,Raj Mishra,Lucknow,936
1187,Anjali Mishra,Lucknow,543
1188,Pooja Patel,Lucknow,2951
1189,Pooja Joshi,Bhopal,1482
1190,Rohit Singh,Indore,3485
1191,Pooja Singh,Bhopal,3878
1192,Neha Singh,Bhopal,2263
1193,Rohit Verma,Indore,2294
1194,Priya Verma,Delhi,796
1195,Neha Sharma,Indore,1151
1196,Raj Joshi,Jaipur,3422
1197,Rohit Patel,Delhi,3491
1198,Rohit Mehta,Indore,810
1199,Neha Patel,Nagpur,3122
1200,Karan Mishra,Jaipur,3075
1201,Raj Sharma,Delhi,806
1202,Sneha Jain,Lucknow,1092
1203,Karan Yadav,Pune,510
1204,Karan Mishra,Nagpur,4976
1205,Amit Mehta,Nagpur,4848
1206,Neha Verma,Indore,2074
1207,Anjali Verma,Nagpur,3316
1208,Sneha Joshi,Delhi,3687
1209,Neha Joshi,Delhi,2513
1210,Rohit Mishra,Pune,3752
1211,Rohit Gupta,Jaipur,1285
1212,Pooja Yadav,Indore,2107
1213,Raj Verma,Mumbai,3974
1214,Anjali Patel,Pune,2220
1215,Rohit Mishra,Jaipur,1531
1216,Raj Gupta,Mumbai,1718
1217,Sneha Yadav,Jaipur,2755
1218,Pooja Mehta,Jaipur,4092
1219,Neha Sharma,Jaipur,4370
1220,Anjali Verma,Indore,1120
1221,Raj Jain,Delhi,4968
1222,Anjali Yadav,Bhopal,3595
1223,Rohit Gupta,Lucknow,4568
1224,Rohit Mishra,Mumbai,2458
1225,Anjali Yadav,Mumbai,1231
1226,Raj Jain,Jaipur,2475
1227,Neha Jain,Nagpur,2748
1228,Sneha Joshi,Jaipur,1315
1229,Vikas Mehta,Lucknow,1205
1230,Priya Joshi,Lucknow,3646
1231,Karan Singh,Indore,2159
1232,Raj Yadav,Lucknow,4524
1233,Priya Gupta,Pune,3284
1234,Raj Yadav,Mumbai,3771
1235,Karan Yadav,Delhi,4325
1236,Priya Patel,Jaipur,3940
1237,Pooja Mishra,Jaipur,3395
1238,Amit Patel,Delhi,3852
1239,Amit Jain,Mumbai,1870
1240,Neha Sharma,Lucknow,4496
1241,Vikas Gupta,Pune,1170
1242,Raj Patel,Jaipur,1205
1243,Amit Joshi,Lucknow,4911
1244,Vikas Joshi,Nagpur,2809
1245,Pooja Sharma,Indore,2971
1246,Neha Jain,Nagpur,3386
1247,Vikas Gupta,Nagpur,3373
1248,Sneha Jain,Indore,1404
1249,Pooja Verma,Pune,2123
1250,Karan Verma,Jaipur,2580
1251,Neha Jain,Nagpur,1255
1252,Priya Verma,Pune,2766
1253,Rohit Mehta,Delhi,1921
1254,Pooja Joshi,Lucknow,4367
1255,Rohit Verma,Nagpur,4560
1256,Amit Mehta,Jaipur,2321
1257,Raj Singh,Mumbai,569
1258,Rohit Mehta,Delhi,2961
1259,Raj Mishra,Delhi,2003
1260,Karan Mishra,Mumbai,1634
1261,Anjali Gupta,Pune,2929
1262,Pooja Jain,Nagpur,1677
1263,Amit Singh,Lucknow,1421
1264,Neha Mishra,Indore,3536
1265,Karan Joshi,Jaipur,2715
1266,Raj Patel,Bhopal,956
1267,Amit Jain,Indore,3116
1268,Anjali Jain,Lucknow,713
1269,Pooja Mishra,Indore,2755
1270,Neha Yadav,Bhopal,2804
1271,Rohit Sharma,Mumbai,4437
1272,Vikas Mishra,Nagpur,4307
1273,Rohit Joshi,Pune,4715
1274,Amit Mehta,Delhi,4389
1275,Karan Singh,Mumbai,4073
1276,Sneha Singh,Bhopal,3681
1277,Karan Gupta,Nagpur,968
1278,Raj Jain,Bhopal,582
1279,Raj Yadav,Nagpur,2912
1280,Neha Gupta,Indore,2971
1281,Sneha Jain,Pune,3180
1282,Pooja Verma,Pune,4515
1283,Anjali Patel,Delhi,2006
1284,Vikas Singh,Pune,1505
1285,Pooja Yadav,Mumbai,3218
1286,Rohit Gupta,Indore,3734
1287,Sneha Gupta,Nagpur,1134
1288,Pooja Mehta,Delhi,1417
1289,Anjali Patel,Jaipur,1939
1290,Rohit Mishra,Lucknow,4785
1291,Karan Gupta,Mumbai,4889
1292,Pooja Patel,Nagpur,784
1293,Priya Gupta,Indore,3211
1294,Neha Yadav,Mumbai,4592
1295,Raj Singh,Mumbai,3990
1296,Neha Verma,Delhi,2385
1297,Priya Mishra,Delhi,1527
1298,Pooja Singh,Lucknow,2307
1299,Vikas Yadav,Indore,3961
1300,Anjali Jain,Mumbai,3799
1301,Raj Verma,Jaipur,2317
1302,Pooja Mishra,Nagpur,2111
1303,Priya Patel,Indore,2766
1304,Vikas Joshi,Mumbai,3796
1305,Karan Joshi,Nagpur,1670
1306,Anjali Sharma,Nagpur,3290
1307,Amit Joshi,Nagpur,662
1308,Sneha Mishra,Mumbai,3324
1309,Karan Jain,Bhopal,2839
1310,Priya Joshi,Bhopal,672
1311,Vikas Yadav,Jaipur,1584
1312,Amit Sharma,Mumbai,3028
1313,Neha Mehta,Mumbai,2919
1314,Pooja Patel,Jaipur,1781
1315,Pooja Joshi,Bhopal,4635
1316,Anjali Singh,Delhi,903
1317,Rohit Singh,Nagpur,1817
1318,Neha Patel,Nagpur,3467
1319,Amit Jain,Pune,1492
1320,Pooja Verma,Nagpur,1750
1321,Vikas Yadav,Bhopal,1549
1322,Sneha Gupta,Pune,2496
1323,Pooja Joshi,Pune,2204
1324,Rohit Singh,Bhopal,3187
1325,Neha Jain,Lucknow,2952
1326,Anjali Mishra,Mumbai,3704
1327,Raj Singh,Jaipur,3286
1328,Amit Patel,Nagpur,1131
1329,Rohit Patel,Indore,1667
1330,Rohit Yadav,Jaipur,998
1331,Rohit Mehta,Pune,4513
1332,Priya Gupta,Jaipur,4493
1333,Raj Gupta,Jaipur,2730
1334,Priya Yadav,Delhi,2684
1335,Vikas Verma,Pune,2399
1336,Pooja Singh,Bhopal,1984
1337,Sneha Sharma,Pune,3999
1338,Pooja Singh,Bhopal,1199
1339,Karan Mehta,Delhi,820
1340,Vikas Verma,Pune,2656
1341,Vikas Joshi,Nagpur,668
1342,Amit Patel,Nagpur,3446
1343,Anjali Singh,Mumbai,3734
1344,Amit Mishra,Delhi,4723
1345,Anjali Sharma,Jaipur,1284
1346,Karan Jain,Lucknow,2414
1347,Raj Singh,Pune,4154
1348,Priya Sharma,Mumbai,3142
1349,Pooja Sharma,Indore,2964
1350,Anjali Mishra,Indore,2152
1351,Rohit Patel,Delhi,812
1352,Pooja Patel,Pune,3254
1353,Neha Jain,Delhi,2193
1354,Rohit Sharma,Delhi,3848
1355,Sneha Mehta,Mumbai,3440
1356,Vikas Yadav,Jaipur,603
1357,Neha Mishra,Pune,2965
1358,Vikas Gupta,Lucknow,4623
1359,Amit Jain,Mumbai,1160
1360,Vikas Verma,Indore,3302
1361,Sneha Gupta,Mumbai,4069
1362,Neha Patel,Nagpur,3903
1363,Amit Joshi,Lucknow,4184
1364,Anjali Jain,Nagpur,4958
1365,Anjali Jain,Jaipur,2145
1366,Sneha Mishra,Indore,2042
1367,Rohit Singh,Nagpur,3201
1368,Sneha Yadav,Mumbai,1681
1369,Sneha Mishra,Nagpur,691
1370,Priya Patel,Mumbai,1912
1371,Neha Yadav,Bhopal,2786
1372,Vikas Mishra,Lucknow,1741
1373,Neha Sharma,Jaipur,3529
1374,Sneha Singh,Delhi,4114
1375,Sneha Verma,Pune,4798
1376,Vikas Patel,Jaipur,4608
1377,Vikas Gupta,Delhi,727
1378,Sneha Patel,Nagpur,794
1379,Rohit Singh,Nagpur,3609
1380,Raj Verma,Bhopal,833
1381,Pooja Yadav,Mumbai,4725
1382,Neha Yadav,Pune,4578
1383,Pooja Jain,Lucknow,3538
1384,Neha Singh,Mumbai,2732
1385,Sneha Jain,Bhopal,2090
1386,Rohit Yadav,Nagpur,4228
1387,Anjali Patel,Indore,3995
1388,Sneha Mehta,Nagpur,1109
1389,Rohit Yadav,Lucknow,3261
1390,Priya Yadav,Indore,3375
1391,Raj Gupta,Nagpur,1938
1392,Neha Patel,Mumbai,1266
1393,Anjali Sharma,Delhi,1996
1394,Neha Mehta,Indore,1659
1395,Sneha Verma,Mumbai,2144
1396,Karan Jain,Bhopal,3775
1397,Karan Joshi,Mumbai,4173
1398,Pooja Gupta,Indore,828
1399,Neha Jain,Delhi,4004
1400,Rohit Jain,Delhi,3886
1401,Sneha Jain,Bhopal,989
1402,Sneha Jain,Delhi,3201
1403,Neha Singh,Bhopal,1424
1404,Neha Jain,Jaipur,4904
1405,Neha Jain,Jaipur,1341
1406,Neha Sharma,Delhi,1195
1407,Pooja Singh,Jaipur,2495
1408,Raj Sharma,Bhopal,1763
1409,Raj Patel,Pune,3131
1410,Priya Sharma,Lucknow,3995
1411,Raj Mishra,Indore,650
1412,Karan Mehta,Jaipur,4698
1413,Raj Yadav,Nagpur,4595
1414,Neha Gupta,Jaipur,615
1415,Rohit Sharma,Lucknow,2798
1416,Rohit Verma,Delhi,1771
1417,Pooja Joshi,Pune,3670
1418,Rohit Yadav,Indore,1673
1419,Rohit Sharma,Nagpur,2423
1420,Neha Joshi,Delhi,1848
1421,Vikas Jain,Indore,4180
1422,Priya Jain,Pune,3394
1423,Rohit Gupta,Lucknow,4064
1424,Priya Yadav,Lucknow,4967
1425,Karan Mehta,Pune,1225
1426,Karan Mehta,Nagpur,965
1427,Karan Mishra,Jaipur,2453
1428,Sneha Gupta,Mumbai,2590
1429,Pooja Jain,Bhopal,2468
1430,Vikas Verma,Bhopal,4392
1431,Karan Jain,Bhopal,1921
1432,Anjali Joshi,Bhopal,3320
1433,Raj Gupta,Pune,4602
1434,Priya Singh,Nagpur,1908
1435,Raj Mehta,Indore,3039
1436,Neha Singh,Mumbai,4872
1437,Pooja Jain,Lucknow,4541
1438,Anjali Mishra,Pune,2175
1439,Sneha Singh,Lucknow,836
1440,Amit Mishra,Nagpur,4145
1441,Priya Sharma,Lucknow,4301
1442,Amit Jain,Lucknow,3513
1443,Anjali Patel,Bhopal,3311
1444,Priya Verma,Indore,4929
1445,Karan Jain,Bhopal,3795
1446,Sneha Gupta,Delhi,3387
1447,Priya Joshi,Delhi,3942
1448,Karan Singh,Pune,4329
1449,Neha Singh,Indore,2562
1450,Vikas Sharma,Pune,3304
1451,Priya Patel,Lucknow,4185
1452,Priya Jain,Lucknow,4898
1453,Sneha Joshi,Delhi,1279
1454,Karan Mehta,Lucknow,1867
1455,Neha Sharma,Jaipur,2771
1456,Vikas Gupta,Indore,555
1457,Karan Singh,Delhi,3023
1458,Vikas Yadav,Nagpur,4462
1459,Amit Yadav,Bhopal,3730
1460,Rohit Sharma,Mumbai,717
1461,Priya Joshi,Nagpur,1591
1462,Priya Joshi,Lucknow,4046
1463,Karan Sharma,Nagpur,3492
1464,Amit Jain,Nagpur,920
1465,Karan Gupta,Bhopal,1234
1466,Raj Mishra,Indore,3823
1467,Priya Mehta,Delhi,2006
1468,Vikas Singh,Nagpur,3717
1469,Sneha Gupta,Indore,1391
1470,Raj Mishra,Mumbai,1385
1471,Sneha Verma,Pune,3393
1472,Anjali Mehta,Mumbai,3469
1473,Karan Yadav,Indore,3673
1474,Karan Mishra,Indore,4248
1475,Raj Singh,Jaipur,758
1476,Karan Mehta,Bhopal,4845
1477,Amit Jain,Indore,3868
1478,Anjali Mishra,Pune,1222
1479,Karan Verma,Bhopal,1773
1480,Pooja Joshi,Mumbai,4515
1481,Anjali Sharma,Jaipur,2149
1482,Priya Yadav,Bhopal,4907
1483,Vikas Yadav,Indore,1201
1484,Karan Jain,Jaipur,4234
1485,Sneha Gupta,Bhopal,4325
1486,Neha Gupta,Jaipur,1294
1487,Anjali Patel,Indore,582
1488,Amit Mishra,Jaipur,2074
1489,Anjali Mishra,Delhi,1708
1490,Anjali Mehta,Indore,2406
1491,Rohit Patel,Jaipur,1429
1492,Anjali Patel,Bhopal,872
1493,Priya Jain,Bhopal,3878
1494,Amit Mishra,Jaipur,1501
1495,Vikas Yadav,Pune,2987
1496,Amit Sharma,Indore,2184
1497,Priya Singh,Mumbai,2592
1498,Anjali Patel,Nagpur,2563
1499,Amit Mehta,Jaipur,3067
1500,Vikas Mishra,Mumbai,2293
1501,Raj Patel,Indore,4028
1502,Sneha Gupta,Lucknow,2740
1503,Anjali Joshi,Delhi,1309
1504,Sneha Mehta,Bhopal,3103
1505,Karan Jain,Nagpur,1749
1506,Karan Verma,Indore,4576
1507,Anjali Gupta,Lucknow,4165
1508,Rohit Gupta,Pune,2994
1509,Neha Joshi,Mumbai,3049
1510,Karan Sharma,Nagpur,1197
1511,Anjali Mehta,Jaipur,3918
1512,Pooja Mehta,Indore,4112
1513,Sneha Mishra,Delhi,4938
1514,Karan Joshi,Delhi,780
1515,Priya Joshi,Jaipur,1080
1516,Priya Mishra,Bhopal,694
1517,Amit Mishra,Pune,1065
1518,Priya Gupta,Indore,4134
1519,Anjali Mehta,Indore,1445
1520,Pooja Jain,Mumbai,4825
1521,Raj Yadav,Jaipur,4482
1522,Pooja Sharma,Pune,4577
1523,Priya Mishra,Pune,2256
1524,Pooja Gupta,Bhopal,1232
1525,Anjali Gupta,Nagpur,2694
1526,Priya Jain,Mumbai,1060
1527,Karan Mishra,Mumbai,3256
1528,Pooja Joshi,Jaipur,3706
1529,Amit Sharma,Nagpur,3370
1530,Rohit Singh,Bhopal,729
1531,Anjali Singh,Lucknow,2898
1532,Karan Sharma,Bhopal,1319
1533,Sneha Singh,Mumbai,861
1534,Karan Joshi,Mumbai,2645
1535,Raj Jain,Lucknow,919
1536,Anjali Gupta,Mumbai,4926
1537,Karan Verma,Mumbai,2038
1538,Rohit Sharma,Indore,2518
1539,Amit Joshi,Lucknow,4248
1540,Karan Mehta,Indore,807
1541,Sneha Verma,Mumbai,4260
1542,Raj Sharma,Pune,2627
1543,Pooja Gupta,Indore,2419
1544,Priya Sharma,Lucknow,2771
1545,Rohit Verma,Bhopal,2044
1546,Priya Yadav,Jaipur,1549
1547,Amit Mehta,Mumbai,2520
1548,Anjali Joshi,Indore,3004
1549,Priya Mehta,Bhopal,2195
1550,Priya Gupta,Indore,4753
1551,Vikas Verma,Indore,1260
1552,Sneha Mishra,Delhi,2880
1553,Pooja Joshi,Mumbai,4695
1554,Neha Patel,Indore,1760
1555,Raj Joshi,Bhopal,4764
1556,Anjali Mehta,Bhopal,4494
1557,Neha Yadav,Delhi,2615
1558,Neha Sharma,Bhopal,2460
1559,Neha Singh,Nagpur,3324
1560,Raj Mehta,Mumbai,3890
1561,Sneha Patel,Lucknow,3543
1562,Vikas Sharma,Delhi,1052
1563,Karan Yadav,Bhopal,1800
1564,Sneha Mehta,Bhopal,4607
1565,Amit Mehta,Lucknow,4717
1566,Amit Joshi,Delhi,1048
1567,Sneha Verma,Nagpur,1796
1568,Neha Joshi,Nagpur,2834
1569,Amit Sharma,Bhopal,3484
1570,Anjali Jain,Indore,650
1571,Rohit Patel,Delhi,4877
1572,Rohit Mehta,Nagpur,2516
1573,Amit Gupta,Pune,4807
1574,Raj Verma,Nagpur,3454
1575,Sneha Yadav,Bhopal,1134
1576,Amit Patel,Bhopal,1889
1577,Sneha Sharma,Indore,941
1578,Rohit Yadav,Lucknow,3558
1579,Sneha Mehta,Jaipur,732
1580,Amit Patel,Nagpur,4290
1581,Raj Mehta,Pune,2690
1582,Rohit Yadav,Bhopal,4027
1583,Priya Sharma,Mumbai,4871
1584,Neha Joshi,Mumbai,2176
1585,Karan Sharma,Bhopal,2257
1586,Anjali Gupta,Delhi,4823
1587,Neha Jain,Mumbai,3207
1588,Rohit Sharma,Bhopal,1976
1589,Amit Verma,Nagpur,1103
1590,Pooja Gupta,Mumbai,2698
1591,Amit Patel,Delhi,3807
1592,Karan Jain,Indore,3305
1593,Rohit Sharma,Pune,1159
1594,Sneha Yadav,Jaipur,1488
1595,Sneha Mishra,Indore,2657
1596,Priya Singh,Pune,1882
1597,Karan Mehta,Nagpur,4404
1598,Rohit Singh,Delhi,3829
1599,Raj Patel,Lucknow,1280
1600,Sneha Jain,Nagpur,2016
1601,Raj Sharma,Mumbai,3771
1602,Sneha Gupta,Indore,4130
1603,Rohit Joshi,Lucknow,2985
1604,Raj Mishra,Bhopal,1665
1605,Neha Patel,Lucknow,836
1606,Anjali Verma,Delhi,3799
1607,Karan Mishra,Delhi,2109
1608,Rohit Yadav,Delhi,2855
1609,Karan Yadav,Lucknow,3009
1610,Anjali Sharma,Mumbai,2776
1611,Anjali Patel,Indore,4657
1612,Neha Gupta,Bhopal,2660
1613,Neha Sharma,Lucknow,4287
1614,Rohit Singh,Delhi,4230
1615,Vikas Singh,Lucknow,4875
1616,Priya Jain,Mumbai,579
1617,Priya Patel,Pune,802
1618,Vikas Mehta,Indore,2046
1619,Raj Patel,Indore,2593
1620,Anjali Verma,Lucknow,3766
1621,Priya Mishra,Mumbai,3964
1622,Sneha Singh,Bhopal,1051
1623,Sneha Gupta,Pune,4431
1624,Rohit Patel,Mumbai,3019
1625,Rohit Gupta,Bhopal,3682
1626,Karan Joshi,Delhi,3931
1627,Amit Patel,Nagpur,1826
1628,Pooja Mehta,Mumbai,2084
1629,Amit Verma,Indore,2650
1630,Pooja Mishra,Mumbai,1655
1631,Anjali Mishra,Mumbai,4218
1632,Priya Sharma,Lucknow,1255
1633,Pooja Yadav,Pune,4998
1634,Rohit Joshi,Indore,4523
1635,Sneha Mishra,Lucknow,4553
1636,Vikas Joshi,Indore,1623
1637,Vikas Gupta,Lucknow,4995
1638,Neha Patel,Jaipur,3515
1639,Vikas Patel,Jaipur,4482
1640,Karan Yadav,Bhopal,3888
1641,Vikas Jain,Mumbai,2694
1642,Vikas Joshi,Lucknow,2831
1643,Priya Joshi,Delhi,4541
1644,Amit Mehta,Jaipur,1873
1645,Karan Patel,Pune,1658
1646,Sneha Mishra,Nagpur,1110
1647,Anjali Patel,Mumbai,2201
1648,Pooja Mehta,Lucknow,1516
1649,Rohit Singh,Pune,3277
1650,Amit Yadav,Mumbai,2813
1651,Rohit Gupta,Lucknow,3417
1652,Karan Mishra,Lucknow,4285
1653,Vikas Sharma,Mumbai,1146
1654,Pooja Mehta,Bhopal,1306
1655,Anjali Jain,Lucknow,3313
1656,Rohit Verma,Lucknow,837
1657,Priya Yadav,Indore,2568
1658,Sneha Gupta,Jaipur,2651
1659,Amit Jain,Nagpur,566
1660,Raj Patel,Pune,4636
1661,Pooja Yadav,Lucknow,4827
1662,Raj Sharma,Jaipur,3665
1663,Amit Mehta,Jaipur,2395
1664,Raj Jain,Indore,1980
1665,Anjali Joshi,Lucknow,2851
1666,Sneha Gupta,Jaipur,1330
1667,Neha Mehta,Indore,3679
1668,Rohit Jain,Delhi,3954
1669,Rohit Singh,Lucknow,3826
1670,Vikas Singh,Delhi,4374
1671,Pooja Verma,Delhi,4617
1672,Sneha Mishra,Indore,2255
1673,Vikas Jain,Bhopal,2141
1674,Karan Jain,Bhopal,3890
1675,Sneha Jain,Delhi,3840
1676,Pooja Singh,Pune,2247
1677,Priya Joshi,Lucknow,4784
1678,Pooja Mishra,Bhopal,2663
1679,Raj Mehta,Mumbai,2864
1680,Priya Patel,Jaipur,3467
1681,Amit Singh,Jaipur,4608
1682,Raj Yadav,Bhopal,3384
1683,Vikas Jain,Pune,4344
1684,Vikas Sharma,Indore,2264
1685,Pooja Verma,Bhopal,4633
1686,Vikas Verma,Mumbai,3040
1687,Priya Patel,Nagpur,3519
1688,Anjali Jain,Jaipur,4465
1689,Sneha Singh,Lucknow,4794
1690,Raj Mishra,Lucknow,4241
1691,Amit Sharma,Lucknow,2859
1692,Karan Joshi,Bhopal,3749
1693,Priya Patel,Lucknow,1601
1694,Rohit Yadav,Mumbai,3709
1695,Vikas Joshi,Delhi,3287
1696,Karan Joshi,Pune,1104
1697,Anjali Verma,Indore,3627
1698,Rohit Mishra,Lucknow,651
1699,Rohit Mishra,Nagpur,4333
1700,Vikas Joshi,Indore,684
1701,Neha Jain,Lucknow,716
1702,Raj Patel,Jaipur,2265
1703,Pooja Mehta,Indore,4667
1704,Sneha Sharma,Jaipur,3075
1705,Anjali Singh,Delhi,2732
1706,Anjali Sharma,Bhopal,3228
1707,Raj Mishra,Nagpur,3111
1708,Rohit Singh,Indore,4347
1709,Pooja Sharma,Delhi,2975
1710,Priya Jain,Pune,4592
1711,Rohit Mishra,Nagpur,900
1712,Neha Mehta,Delhi,881
1713,Rohit Joshi,Jaipur,2751
1714,Rohit Gupta,Nagpur,3890
1715,Anjali Yadav,Nagpur,2025
1716,Vikas Sharma,Indore,1591
1717,Pooja Gupta,Pune,3368
1718,Vikas Jain,Lucknow,3033
1719,Pooja Gupta,Pune,1489
